id,comment,topic,article_title,article_url,score
19199801,نظام الكابرانات حاليا يتخبط كالمقامر الذي خسر كل أمواله ولا زال يطمع أنه سيفوز بضربة حظ، فلا هو بقى بأمواله ولا حظي باحترام نفسه و غيره.,سياسة,ملف الصحراء في أمريكا اللاتينية .. اختراقات دبلوماسية وانتكاسة انفصالية,https://www.hespress.com/%d9%85%d9%84%d9%81-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d9%81%d9%8a-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d9%84%d8%a7%d8%aa%d9%8a%d9%86%d9%8a%d8%a9-%d8%a7%d8%ae%d8%aa%d8%b1%d8%a7-1469549.html,16
19199805,نتمنى خالصين ان تتوج هده الانتصارات الدبلوماسية المغربية تحت قيادة صاحب الجلالة والمهابة الملك محمد السادس نصره الله بطرد البوليزاريو من منظمة الاتحاد الافريقي,سياسة,ملف الصحراء في أمريكا اللاتينية .. اختراقات دبلوماسية وانتكاسة انفصالية,https://www.hespress.com/%d9%85%d9%84%d9%81-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d9%81%d9%8a-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d9%84%d8%a7%d8%aa%d9%8a%d9%86%d9%8a%d8%a9-%d8%a7%d8%ae%d8%aa%d8%b1%d8%a7-1469549.html,15
19199766,يالاه الرجاء البيضاوي هاهو مدرب جيد للفريق … أما هداك سابينتو عندو غير مع التبريرات الخاوية..,رياضة,اتحاد موريتانيا يفسخ عقد المدرب عبدو,https://www.hespress.com/%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d9%85%d9%88%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%d9%8a%d8%a7-%d9%8a%d9%81%d8%b3%d8%ae-%d8%b9%d9%82%d8%af-%d8%a7%d9%84%d9%85%d8%af%d8%b1%d8%a8-%d8%b9%d8%a8%d8%af%d9%88-1469558.html,5
19199821,كثرة التطبيل من لاشيء مدرب عادي,رياضة,اتحاد موريتانيا يفسخ عقد المدرب عبدو,https://www.hespress.com/%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d9%85%d9%88%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%d9%8a%d8%a7-%d9%8a%d9%81%d8%b3%d8%ae-%d8%b9%d9%82%d8%af-%d8%a7%d9%84%d9%85%d8%af%d8%b1%d8%a8-%d8%b9%d8%a8%d8%af%d9%88-1469558.html,0
19199844,كل اللوم على المنتخب المصري الذي لم يفز في أرض ميدانه على بوتسوانا,رياضة,اتحاد موريتانيا يفسخ عقد المدرب عبدو,https://www.hespress.com/%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d9%85%d9%88%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%d9%8a%d8%a7-%d9%8a%d9%81%d8%b3%d8%ae-%d8%b9%d9%82%d8%af-%d8%a7%d9%84%d9%85%d8%af%d8%b1%d8%a8-%d8%b9%d8%a8%d8%af%d9%88-1469558.html,0
19199793,"شكرا لهؤلاء،فهدا ما سيجعل اللاعب يعيد النظر في اختياراته.
أساء الإختيار مرتين.
أولا لأنه ليس ابن البلد وثانيا لأنه ليس أبيض اللون",منوعات,إيقاف مشجعين بتهمة العنصرية ضد لامين وأليخاندرو خلال الكلاسيكو,https://www.hespress.com/%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d9%85%d8%b4%d8%ac%d8%b9%d9%8a%d9%86-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d8%a7%d9%84%d8%b9%d9%86%d8%b5%d8%b1%d9%8a%d8%a9-%d8%b6%d8%af-%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%ac-1469553.html,-1
19199814,الشهرة والمال والرفاهية و في لحظة من الاوقات يأتي من يعكر عليه الجو فيحس انه مهما وصل اليه من مجد فهو مجرد اجنبي كما فعل الالمان مع مسعود اوزيل,منوعات,إيقاف مشجعين بتهمة العنصرية ضد لامين وأليخاندرو خلال الكلاسيكو,https://www.hespress.com/%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d9%85%d8%b4%d8%ac%d8%b9%d9%8a%d9%86-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d8%a7%d9%84%d8%b9%d9%86%d8%b5%d8%b1%d9%8a%d8%a9-%d8%b6%d8%af-%d9%84%d8%a7%d9%85%d9%8a%d9%86-%d8%ac-1469553.html,0
19199680,الواقع لا يرتفع ، العالم بأسره يشهد المجازر اليومية للكيان الصهيوني في حق الأطفال و النساء الفلسطينيين ، يجب القطع مع الصهاينة و المتصهينين سواء في الخارج أو بالداخل .,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,249
19199681,من أنتم؟ أنتم يهود ولا علاقة لكم بالمغاربة.,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,284
19199682,لو كان في حق أي زعيم عربي لكانوا أيدوه … نتانياهو لابد أن يدفع ثمن جرائمه في غزة و الضفة و لبنان,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,204
19199683,و لماذا لا يدينون المجازر البشعة التي ارتكبها الصهاينة و التي تعتبر إبادة جماعية,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,192
19199692,جرايم الحرب التي ترتكب في حق اطفال رضع و مدنيين عزل لا دين لها و لا وطن لها يكفي ان تكون انسانا حتى تدرك الفضايع التي يرتكبها مجرم الحرب في غزة و فلسطين على مدار 80 عاما من الظلم و التجبر و من باع المغرب من اجل دراهم معدودة للعيش في ارض الغير فليس مغربيا و لا يمث للمغاربة بصلة و المغاربة لم و لن يكونو قتلة اطفال,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,108
19199694,",تقريبا قرن و هوما يغتاصبو في الناس ، وحيت بداو يقاومو رجعوهوم ارهابيين و حياوانات بشرية،",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,94
